GIRO DIDACTICO,"CALLE 18 N 502,LA PAMPA,GENERAL PICO",INT
GIRO DIDACTICO,"MITRE 7 ESQUINA ALSINA,BUENOS AIRES,DAIREAUX",GBA
GIRO DIDACTICO,"HIPOLITO IRIGOYEN 880,CORRIENTES,CORRIENTES",INT
GIRO DIDACTICO,"CAPITAN DRURY 860,NEUQUEN,CHAPELCO",INT
GIRO DIDACTICO,"ALVEAR 758,SANTA FE,VENADO TUERTO",INT
GIRO DIDACTICO,"PADRE PATIÑO 545 LOCAL 3,FORMOSA,FORMOSA",INT
GIRO DIDACTICO,"SARMIENTO 225,BUENOS AIRES,GENERAL VILLEGAS",GBA
GIRO DIDACTICO,"CNEL. BONORINO 28,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
GIRO DIDACTICO,"CIUDAD DE RODEZ 401,BUENOS AIRES,PIGUE",GBA
GIRO DIDACTICO,"AV. RIVADAVIA 4725,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
GIRO DIDACTICO,"ARCE 940 LOCAL 200 BELGRANO,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
GIRO DIDACTICO,"RUFINO DE ELIZALDE 3346,BUENOS AIRES,EL TALAR",GBA
GIRO DIDACTICO,"AV CALLAO 1160,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
GIRO DIDACTICO,"AV VITERBORI 1550,RIO NEGRO,GENERAL ROCA",GBA
GIRO DIDACTICO,"LAMADRID  94,BUENOS AIRES,BAHIA BLANCA",GBA
GIRO DIDACTICO,"ASAMBLEA 936,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
GIRO DIDACTICO,"AV. CALLAO 1160,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
GIRO DIDACTICO,"AV.VIRREY TOLEDO 702 LOC.121,SALTA,SALTA",INT
GIRO DIDACTICO,"CAPITAN ALDO GARRIDO 325 EX CH,BUENOS AIRES,SAN ISIDRO",GBA
GIRO DIDACTICO,"25 de MAYO 167,LA PAMPA,SANTA ROSA",INT
GIRO DIDACTICO,"ALVEAR 601,CHUBUT,COMODORO RIVADAVIA",INT
GIRO DIDACTICO,"GARAY 1244,BUENOS AIRES,MAR DEL PLATA",GBA
GIRO DIDACTICO,"24 DE SEPTIEMBRE 180,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO",INT
GIRO DIDACTICO,"AV. ALVEAR 379,BUENOS AIRES,MARTINEZ",GBA
GIRO DIDACTICO,"DIAGONAL 74 1484,BUENOS AIRES,LA PLATA",GBA
GIRO DIDACTICO,"JURAMENTO 2427,CAPITAL FEDERAL,CAPITAL FEDERAL",INT
COMPAÑIA DE JUGUETES,"GUEMES 702,JUJUY,SAN SALVADOR DE JUJUY",INT
COMPAÑIA DE JUGUETES,"AV.VIRREY TOLEDO 702 Loc.121,SALTA,SALTA",INT
COMPAÑIA DE JUGUETES,"PARANA 3745  LOCAL 3021,BUENOS AIRES,MARTINEZ",GBA
COMPAÑIA DE JUGUETES,"25 de MAYO 167,LA PAMPA,SANTA ROSA",INT
COMPAÑIA DE JUGUETES,"CTRO COMER ALTOS DEL SOLAR L5,CATAMARCA,SAN FERNANDO DEL VALLE DE CATAMARCA",INT
COMPAÑIA DE JUGUETES,"AV. CORONEL DIAZ 2089,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
COMPAÑIA DE JUGUETES,"AV. JOSE I DE LA ROZA 806,SAN JUAN,SAN JUAN",INT
COMPAÑIA DE JUGUETES,"FORMOSA 653 - LOCAL 2090,BUENOS AIRES,CANNING",GBA
COMPAÑIA DE JUGUETES,"URUGUAY 1207,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
COMPAÑIA DE JUGUETES,"SAN MARTIN 221,BUENOS AIRES,DOLORES",GBA
COMPAÑIA DE JUGUETES,"AV. CORREINTES 521,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
COMPAÑIA DE JUGUETES,"SARMIENTO 2153 LOCAL 199,BUENOS AIRES,BAHIA BLANCA",GBA
COMPAÑIA DE JUGUETES,"AV.ELCANO 3201,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
COMPAÑIA DE JUGUETES,"SAN NICOLAS 268,BUENOS AIRES,PERGAMINO",GBA
COMPAÑIA DE JUGUETES,"AV OLIVOS 4100 LOCAL 113,BUENOS AIRES,TORTUGUITAS",GBA
COMPAÑIA DE JUGUETES,"Blvd CHENAULT 1980  ESQ LM CAM,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
EDUCANDO,"F. ALCORTA Y SALGUERO N.3 L 27,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
EDUCANDO,"GÜEMES 3026,BUENOS AIRES,MAR DEL PLATA",INT
EDUCANDO,"JUAN B. JUSTO 1820,BUENOS AIRES,MAR DEL PLATA",INT
EDUCANDO,"RIVADAVIA 3067,BUENOS AIRES,MAR DEL PLATA",INT
EDUCANDO,"SARMIENTO 2685,BUENOS AIRES,MAR DEL PLATA",INT
EDUCANDO,"SARMIENTO 2685,BUENOS AIRES,MAR DEL PLATA",INT
EDUCANDO,"SAN JUAN 1864,BUENOS AIRES,MAR DEL PLATA",INT
EDUCANDO,"GOROSTIAGA 1720,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
EDUCANDO,"SERRANO 902,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
EDUCANDO,"ROLANDO 77,RIO NEGRO,SAN CARLOS DE BARILOCHE",INT
EDUCANDO,"VEDIA 3620 NIV.2 LOCAL 23,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. CALLAO 575,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"MAIPU 550,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"GUEMES 897 L 0081,BUENOS AIRES,AVELLANEDA",GBA
CEBRA,"AYACUCHO 1425,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"COLECTORA ACCESO NO. KM 50.400,BUENOS AIRES,PILAR",GBA
CEBRA,"PARAGUAY 4979,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"CARLOS PELLEGRINI 445,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"Av SAN MARTIN 3290  CABA,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. TRIUNVIRATO 4271,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV DIAZ VELEZ 4820,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. RIVADAVIA 2201,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. RIVADAVIA 4076,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. SAENZ 840,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"LIMA 1315,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. BEIRO 4580,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. DE MAYO 959,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. SCALABRINI ORTIZ 1901,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. RIVADAVIA 6182,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. FEDERICO LACROZE 3978,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"O HIGGINS 1955,BUENOS AIRES,LANUS",GBA
CEBRA,"AV. SANTA FE 2340,BUENOS AIRES,MARTINEZ",GBA
CEBRA,"AV CENTENARIO 648,BUENOS AIRES,SAN ISIDRO",GBA
CEBRA,"AV. CABILDO 436,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV. MAIPU 1468,BUENOS AIRES,VICENTE LOPEZ",GBA
CEBRA,"POSADAS 1245 LOC 050,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CEBRA,"AV CORRIENTES 3247 L 2021,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
APIO VERDE,"AV. CABILDO 1598,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
APIO VERDE,"AV. CABILDO 1972,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
APIO VERDE,"SANTA FE 2239,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
APIO VERDE,"AV. CABILDO 2433,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
APIO VERDE,"SANTA FE 2646,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
APIO VERDE,"FCO LACROZE 2434,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
APIO VERDE,"AV. MAIPU 2235,BUENOS AIRES,OLIVOS",GBA
APIO VERDE,"JOSE MARIA MORENO 55,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
APIO VERDE,"9 DE JULIO 339,BUENOS AIRES,SAN ISIDRO",GBA
TIO MARIO,"STEPHENSON 2820,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
TIO MARIO,"AV. CABILDO 1537,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
TIO MARIO,"AV.SANTA FE 2464,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
TIO MARIO,"AV. CORDOBA 4739,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
TIO MARIO,"AV. SANTA FE 1561,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
TIO MARIO,"STEPHENSON 2820,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
TIO MARIO,"VICENTE LOPEZ 1681,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CARROUSELL,"AV. SAN MARTIN 1555,BUENOS AIRES,SAN MARTIN",GBA
CARROUSELL,"CALLE SAN MARTIN 1940,BUENOS AIRES,SAN MARTIN",GBA
CARROUSELL,"CABILDO 2247,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CARROUSELL,"FLORENCIO AMEGHINO 17,BUENOS AIRES,MONTE GRANDE",GBA
CARROUSELL,"RAMON FALCON 7145,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CARROUSELL,"BEIRO 5236/40,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CARROUSELL,"AV. RIVADAVIA 7147/49,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CARROUSELL,"HIPOLITO YRIGOYEN 8942,BUENOS AIRES,LOMAS DE ZAMORA",GBA
CARROUSELL,"AV CABILDO 2231,BUENOS AIRES,MARTINEZ",GBA
CARROUSELL,"JUAN MANUEL DE ROSAS 3910 L101,BUENOS AIRES,SAN JUSTO",GBA
CARROUSELL,"AV. PTE. PERON 1260,BUENOS AIRES,SAN MIGUEL",GBA
CARROUSELL,"AV. RIVADAVIA 18136,BUENOS AIRES,MORON",GBA
CARROUSELL,"AYACUCHO,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CITY KIDS,"DONATO ALVAREZ 1650,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CITY KIDS,"PANAMERICANA RAMAL PILAR KM44,BUENOS AIRES,DEL VISO",GBA
CITY KIDS,"PASEO CHAMPAGNAT,BUENOS AIRES,PILAR",GBA
CITY KIDS,"AV DE LOS LAGOS 7010,BUENOS AIRES,NORDELTA",GBA
CITY KIDS,"AV. 9 DE JULIO 1452,BUENOS AIRES,LANUS",GBA
CITY KIDS,"AV. ARTURO ILLIA 3770,BUENOS AIRES,SAN MIGUEL",GBA
CITY KIDS,"PEAT RIVADAVIA 123,BUENOS AIRES,QUILMES",GBA
CITY KIDS,"CORRIENTES 5366,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CITY KIDS,"VARELA 4866,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CITY KIDS,"RIVADAVIA 5152,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CITY KIDS,"IRIGOYEN 2647,BUENOS AIRES,SAN ISIDRO",GBA
CITY KIDS,"AV. DONATO ALVAREZ 1660,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
CITY KIDS,"AV. SANTA FE 1153,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
TA TE TI,"MUÑECAS 168,TUCUMAN,SAN MIGUEL DE TUCUMAN",INT
TA TE TI,"PEATONAL FLORIDA 177,SALTA,SALTA",INT
TA TE TI,"PEATONAL TUCUMAN 239,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO",INT
TA TE TI,"24 DE SEPTIMEBRE 115,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO",INT
PUMBA LA LUMBA,"HIPOLITO YRIGOYEN 385,BUENOS AIRES,GENERAL PACHECO",GBA
PUMBA LA LUMBA,"AV CORRIENTES 2470 P 2 OF 34,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
PUMBA LA LUMBA,"BOULOGNE SUR MER 42,BUENOS AIRES,GENERAL PACHECO",GBA
PUMBA LA LUMBA,"Av. Constitución 982/984,BUENOS AIRES,SAN FERNANDO",GBA
PUMBA LA LUMBA,"AV. CONSTITUCION 256,BUENOS AIRES,SAN FERNANDO",GBA
PUMBA LA LUMBA,"TOMKINSON 2916,BUENOS AIRES,SAN ISIDRO",GBA
PUMBA LA LUMBA,"MITRE 398 ESQ. ITALIA,BUENOS AIRES,TIGRE",GBA
PLANETA BB,"CORRIENTES 2340,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
PLANETA BB,"SANTA FE 2553,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
PLANETA BB,"CABILDO 2555,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
MAR PLAST S.R.L.,"AZCUENAGA 334,CAPITAL FEDERAL,CAPITAL FEDERAL",CABA
MAR PLAST S.R.L.,"AV OHIGGINS 3151,CORDOBA,BARRIO OÑA",INT
